title,date_time,content,label,state,location
"
                                    Arvind Kejriwal summoned by court on February 17 over his 'Yamuna water poisoned' claim",2025-01-29T19:26:03+05:30,"A Haryana court has directed Delhi's former Chief Minister Arvind Kejriwal to appear before it on February 17 in connection with a complaint filed by the Haryana government. The complaint follows Kejriwal's controversial statements regarding water supplied to Delhi.
The Haryana government has raised concerns over Kejriwal's remarks, which they believe to be misleading and harmful. As a result, legal proceedings have been initiated, with the court now formally asking the Delhi leader to appear for questioning.
The case is tied to Kejriwal's claims that the water supplied to Delhi was poisoned, a statement that sparked strong reactions from Haryana officials. The government has strongly objected to such allegations, leading to the court’s involvement in the matter.",,haryana,
"
                                    Faridabad teen raped, forced to undergo abortion, NCW demands fair and time-bound investigation",2025-01-19T08:37:44+05:30,"The National Commission for Women (NCW) on Saturday, took suo moto cognisance in the case of sexual assault and forced abortion of a teenage girl in Haryana's Faridabad. NCW has directed the police to provide the victim with immediate medical and psychological assistance along with compensation. The incident was reported on January 16 at Surajkund Police Station.
National Commission for Women took to X and mentioned, ""NCW on the directions of Chairperson Vijaya Rahatkar, has taken suo moto cognizance of a deeply concerning media report about the repeated sexual assault of a 16-year-old girl in Faridabad, Haryana, and her forced abortion.""

NCW further demanded time-bound action against the culprits. ""The Commission has directed the police to ensure a fair and time-bound investigation and provide the victim with immediate assistance, including medical aid, psychological counseling, and compensation. A detailed action taken report is to be submitted to the Commission within three days,"" the post further read.
Police have arrested all three accused involved in the sexual assault case. As per the police, three people -- Jaswant (37), his friend Sultan and Sikander (55), the victim's neighbour have been arrested in the case.
The matter was revealed when the police received a complaint from the child helpline of the District Child Protection Unit in Faridabad reporting that a 16-year-old girl had undergone an abortion after she was raped. Kumar was approached by two NGOs regarding this incident after which he met the victim.
She told him that she begged on the roadside to feed her alcoholic father and her younger brother. Around three months ago, she was looking for her younger brother, when Jaswant, an auto-rickshaw driver who often gave her food, asked her to sit in his vehicle and promised to help her find her brother.
Rape survivor told Kumar that Jaswant took her to his room where he and Sultan raped her multiple times and threatened to kill her.  She further told that her  neighbour, Sikander, had also raped her multiple times after offering her food and tea.
Based on Kumar's complaint, an FIR was registered under the Protection of Children from Sexual Offences (POCSO) Act and sections of the Bharatiya Nyaya Sanhita.",,haryana,
"
                                    Haryana minister Anil Vij submits reply to BJP's show cause notice",2025-02-12T15:33:39+05:30,"Haryana minister Anil Vij on Wednesday said that he has submitted his response to the show cause notice issued by the BJP for allegedly breaching party discipline through his remarks targeting Chief Minister Nayab Singh Saini and state BJP chief Mohan Lal Badoli.
Vij, who holds the energy and transport portfolios, submitted his eight-page reply on Tuesday night.
Speaking to reporters here, Vij said he was in Bengaluru for three days and returned Tuesday evening. ""Before the deadline, I have submitted my reply. In my reply, I mentioned that if they (party) needs an answer to anything else, I will give that too,"" he said.
When asked if he could share details of his reply with the media, Vij quipped, ""It (the reply) has been sent in a sealed envelope and cannot be disclosed in public.""
To another question, Vij, while referring to the show cause notice to him by the party, said, ""How that came in the media, this needs to be probed. How a secret communication got leaked before the media, if party wants they should get it probed"". Vij said even before he received a copy of the notice he came to know about it through the media.
The BJP on Monday served the notice to the 71-year-old Vij on the instructions of the BJP national president and the party had sought a written reply from the minister within three days.
In the notice issued to Vij on Monday, Badoli said, ""It is informed that you have recently made public statements against the party (state) president (Badoli) and the chief minister's post. These are serious allegations and are against the party's policy and internal discipline"".
""We expect you to give a written explanation on this subject within three days,"" it mentioned.
Speaking in Ambala on January 31, Vij expressed his frustration over the lack of action against those who allegedly worked against him in the elections. He stated, ""I had submitted a written complaint against those who tried to defeat me—be it officials, employees, or small-time leaders. It has been 100 days, yet neither have I been asked about it nor has any action been taken. I suspect that someone big was behind this conspiracy to defeat me."" ""Taking a direct jab at CM Saini, Vij added, ""Since becoming Chief Minister, he has been constantly flying in 'udankhatola'... He should come down and look at the public. This is not just my voice, it is the voice of all MLAs and ministers,"" Vij alleged.
Last month Vij said Mohan Lal Badoli should resign from the post of state BJP chief to maintain the ""sanctity"" of the party till he is found innocent. His statement came after Badoli was booked in connection with a gang rape case.  Badoli and singer Rocky Mittal were booked after a woman alleged that she was raped by them in a hotel in Himachal Pradesh's Kasauli. Police had registered an FIR against them.
(With PTI inputs)
Also Read:Haryana minister Anil Vij served showcause notice by BJP leadership in state, here's why
Also Read:Haryana CM lauds 'Pariksha Pe Charcha', says 'children should go for exams without any stress'
",,haryana,
"
                                     Gurugram to get new flyover, six-lane surface road soon at Rs 211 crore, traffic jams to be reduced",2025-01-29T14:34:32+05:30,"Here comes a piece of good news for the residents in Gurugram, the city is all set to get a new flyover and six-lane surface road to reduce traffic jams in the city. The road project will be constructed between Hero Honda Chowk and Umang Bhardwaj Chowk by the NHAI. In this regard, the Gurugram Metropolitan Development Authority (GMDA) said it has already paid for shifting of utilities, a report by HT said.
The GDMA said an amount of Rs 211 crore will be spent on this project and one meeting on the matter was chaired by Gurugram DC in which the project was reviewed recently.
In the meantime, Gurugram deputy commissioner Ajay Kumar this week stated that estimates for shifting the utilities have been sought from different departments and soon work for shifting the sewage, water and electricity lines will be taken up.
The local residents in Gurugram must note that the proposed road project to expand the road from Hero Honda Chowk to Umang Bhardwaj Chowk, which is 3.2 km in length was conceived in 2021. However, the construction could not be started due to non-availability of land.
This project will be huge blessing for the locals as the stretch between Hero Honda Chowk and Umang Bhardwaj Chowk is one of the busiest stretches in the city.
On this stretch. frequent traffic jams and congestion are being witnessed during peak hours and that has led to demands from city residents for the expansion of the road or a flyover to be built on this stretch.
Meanwhile, the Gurugram deputy commissioner also said that shifting of utilities is being taken up on priority with different agencies
One government official told HT that the NHAI officials had informed them that they were waiting for the funds to be transferred for shifting of utilities to take up the civil construction work.",,haryana,
"
                                    Haryana: 8 students injured as school bus falls into canal in Kaithal ",2025-02-17T14:09:18+05:30,"In a tragic accident in Haryana, eight students were injured when a private school bus crashed and fell into a canal near Noach village in the Kaithal district on Monday, police said. Initial investigation suggested that the driver lost control of the vehicle due to a malfunction in the steering wheel.
The driver and a woman attendant were also injured in the accident. With the help of locals, all the injured were rescued from the bus and taken to a nearby hospital. The bus was transporting children from the nearby villages to school when the accident took place.
An investigation into the matter is underway.
Two students of Ashoka University were found dead in Sonipat in separate incidents, police said on Sunday. In one incident, a 21-year-old student from Bengaluru is suspected to have died after jumping from an upper floor of the hostel building, Station House Officer of Rai police station, Sub-Inspector Kuldeep said over the phone.
While police suspects suicide further investigations in the matter are underway, the officer said.
Meanwhile, another student hailing from Telangana is suspected to have died from cardiac issues after he was found lying unconscious near the university's gate. He was taken to a hospital but was declared brought dead, the officer said.
Police had taken the bodies to the civil hospital for postmortem after the incidents.
A statement issued by the university said, ""It is with profound sorrow that we share the news of the sad demise of two of our students in tragic, unrelated incidents on February 14, 2025.""",,haryana,
"
                                    Gurugram: Now you can pay traffic challans through Paytm QR code, check how ",2025-01-24T20:35:37+05:30,"In a bid to facilitate easier transactions, Gurugram Police has introduced a Paytm QR code to settle traffic challans in the city. Keeping in mind the convenience of the people, DCP traffic Virender Vij launched a Paytm QR code for paying challan on Thursday, an official said.
DCP Vij said that this new initiative will not only save people's time but with the help of this Paytm QR, challan can be easily paid for by scanning the code while even sitting at home. He added that Gurugram is the first district of Haryana where easy payment of challan was started with the help of Paytm QR code and after this, no one will have to visit offices to pay the challan.
""The Paytm QR codes have been pasted in all the police stations, police chowkis, traffic booths and all the police offices in Gurugram district. On scanning this QR from the Paytm app, first of all, it will log you in to the page of Haryana Traffic Police. On which you enter your challan number or vehicle number, after which the challan can be easily paid once the amount of your challan appears on the challan site. Only the challans sent to the court cannot be paid through this Paytm QR code"", said DCP Vij.
Scan Paytm QR code at any police station in Gurugram.
Navigate to the page of Haryana Traffic Police.
Enter your challan number or vehicle number.
Challan can be paid once the amount appears on the challan site.
(With PTI inputs)",,haryana,
"
                                    Mahakumbh: Haryana CM flags off buses carrying first batch of devotees for Kumbh Mela ",2025-01-26T21:48:24+05:30,"Haryana Chief Minister Nayab Singh Saini on Sunday flagged off two special buses from Rewari carrying the first batch of devotees for the Mahakumbh in Prayagraj. The initiative has been taken under the ‘Mukhyamantri Teerth Darshan Yojana’.
On January 16, the Saini government extended the scope of the scheme to enable senior citizens to visit the ongoing Kumbh Mela and take part in the holy dip. Saini flagged off the first batch of devotees today, sending two buses carrying pilgrims from Rewari to the mela.

During this, he also interacted with the devotees, offering them his best wishes for a safe and fulfilling journey. Saini was in Rewari on Sunday for the Republic Day celebrations.
According to an official statement, the officers of the Information, Public Relations, and Languages Department worked diligently to update the registration portal and complete all necessary procedures in accordance with the expansion of the Mukhyamantri Teerth Darshan Yojana.
“Along with the devotees, doctors and security personnel were also sent in the two buses to ensure a smooth and trouble-free journey,” the statement read.
Under this scheme, already a large number of pilgrims from across the state have already visited Ayodhya and other pilgrimage sites, Saini said.
Notably, under the Mukhyamantri Teerth Darshan Yojana, the state government provides free pilgrimage to senior citizens aged 60 years and above, whose annual family income is less than Rs 1,80,000.
Registration on the Mukhyamantri Teerth Yatra Yojana portal is mandatory for devotees.

(With PTI inputs)",,haryana,
"
                                    Four devotees on their way to Mahakumbh die in road accident on Jharkhand's Dhanbad ",2025-02-22T13:43:00+05:30,"In a tragic incident, four devotees from West Bengal on the way to Mahakumbh Mela in Uttar Pradesh’s Prayagraj were killed in Jharkhand’s Dhanbad district in the early hours of Saturday as their car rammed into a truck parked on their roadside, police said. The incident happened on the National Highway 2 in Rajganj police station area around 1.30 am, they said.
There were eight people in the four-wheeler, Rajganj police station in-charge Alisha Kumari said. ""Four people were killed on the spot, while four others were injured,"" she said. The injured persons were admitted to the Shahid Nirmal Mahto Medical College and Hospital (SNMMCH), she added.
The deceased were identified as Sheikh Rajabali, who was the driver, Piyali Saha, Temuli Saha and Panoba Saha, all residents of Kamarpukur in Hooghly district of West Bengal.",,jharkhand,
"
                                    IAS officer Pooja Singhal's suspension revoked after bail in money laundering case",2025-01-22T10:36:02+05:30,"Money laundering case:The suspension of IAS officer Pooja Singhal, who was in jail for more than two years in a money laundering case, was lifted after she was granted bail, according to an official from the Jharkhand government. Singhal was suspended on May 12, 2022, a day after her arrest by the Enforcement Directorate (ED).
""In light of the recommendations made by the Suspension Review Committee after due consideration, Pooja Singhal, an Indian Administrative Service (IAS) officer, has been reinstated with effect from December 7, 2024, following her release on bail,"" said a notification issued by the Department of Personnel, Administrative Reforms and Raj Bhasa on Tuesday evening.
After being relieved from suspension, Singhal will contribute to the Department of Personnel, Administrative Reforms and Raj Bhasa, it stated.
The ED had accused Singhal, a former secretary in the state Mines Department, of money laundering. A special court granted her bail on December 7 last year.
Singhal was arrested on May 11, 2022, following raids conducted at properties associated with her in connection with the money laundering case. The case revolves around alleged corruption in the implementation of the Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA). The Enforcement Directorate has accused Singhal of money laundering, seizing over Rs 36 crore cash linked to alleged illegal mining as part of its investigations.
Following her arrest, Singhal was suspended from her position as a state mines department secretary. The probe also targeted her businessman husband, a chartered accountant, and others associated with the couple.
Pooja Singhal passed the Union Public Service Commission (UPSC) exam at the age of 21. Pooja Singhal, a 2000 batch IAS officer, got admission in the UPSC exam in the early stages of her career.
(With PTI inputs)
Also Read: Jailed suspended IAS officer Pooja Singhal granted bail after 28 months by special PMLA court
Also Read: Money laundering case: Supreme Court denies bail to suspended Jharkhand cadre IAS officer Pooja Singhal
",,jharkhand,
"
                                    Jharkhand parents' body urges NCPCR to action against Dhanbad school principal for humiliating girl students",2025-01-13T13:28:35+05:30,"The Jharkhand Abhibhawak Mahasangh (JAM) has approached to NCPCR seeking action against a Dhanbad school principal for humiliating girl students. The parents' body on Sunday wrote to National Commission for Protection of Child Rights (NCPCR) and demanded action under the POCSO Act. The school principal is accused of ordering 80 girls of class 10 to remove their shirts for scribing on them.
The Jharkhand Abhibhawak Mahasangh (JAM) accused the principal of committing a ""shameful act"". As per the parents, girls were forced to return home in their blazers without shirts. ""The students were celebrating pen day. But, the order to remove the shirts for writing messages and sending them home in blazers was a shameful act by the principal. So, we wrote to NCPCR for action against the principal. A copy of our complaint was also forwarded to SCPCR,"" JAM president Pappu Singh said.
The parents' body further threatened to stage a dharna on January 14 if the administration failed to take action against the principal.
The incident took place in a prestigious school in Digwadih under Jorapokhar police station area on Friday. Parents lodged a complaint with Dhanbad Deputy Commissioner (DC) Madhvi Mishra stating that students were celebrating ‘pen day’ by writing messages on each others' shirts, after their exams were over.
The principal, who is a woman, objected to the celebration and asked the students to remove their shirts, even though they sought an apology.
“Several guardians lodged complaints against the principal. We also talked to some of the victim girls. The administration has taken the matter seriously. A committee has been set up to investigate the matter,"" Deputy Commissioner said.
The committee consists of the sub-divisional magistrate, district education officer, district social welfare officer and the sub-divisional police officer. Action would be taken on the basis of the probe panel's report.
(With PTI inputs)",,jharkhand,
"
                                    Jharkhand police and railways discuss crowd management at stations",2025-02-17T20:43:21+05:30,"The Jharkhand Police and railway authorities convened a meeting on Monday to strategize crowd management at railway stations across the state, officials reported. The discussion, held at the state police headquarters, comes in the wake of a recent stampede at New Delhi railway station that resulted in 18 fatalities and 15 injuries.
The meeting was chaired by Additional Director General (ADG) of Operations, Sanjay Anand Latkar, along with Rail Inspector General (IG) Narendra Kumar Singh and senior railway officials.
Latkar stated that the deliberations included reviewing preparations for the upcoming Maha Kumbh and assessing safety measures to manage large crowds at railway stations effectively.
""We have issued necessary directives to all concerned agencies, instructing them to coordinate and execute a comprehensive plan to ensure smooth travel for passengers,"" he said.
Key railway stations such as Dhanbad, Gomoh, Bokaro, Ranchi, Hatia, Daltonganj, and Jasidih have been experiencing heavy passenger traffic. Authorities also noted incidents of individuals arriving at stations without valid tickets, prompting instructions for the Railway Protection Force (RPF) to intensify ticket checks and provide timely updates on train cancellations.
Security has been reinforced at major railway hubs, including Dhanbad and Jamshedpur, to manage the surge in crowds.
Recent incidents of unrest highlight the urgency of these measures. On February 12, frustrated passengers allegedly pelted stones at a train at Jamua station in Giridih district after being unable to board. Similarly, overcrowding at Ranchi railway station on Sunday left many passengers stranded, officials noted.
With the upcoming travel rush, authorities remain committed to ensuring enhanced security and efficient crowd control at railway stations across Jharkhand.
(Inputs from PTI)",,jharkhand,
"
                                    Good news for Jharkhand: Four districts to get rail connectivity for first time since Independence",2025-01-19T15:48:33+05:30,"In a major expansion, the Ministry of Railways is set to connect four districts of Jharkhand by rail for the first time since independence. These districts will come under the Ranchi division, as per the statement by the ministry. According to reports, the preliminary survey report for the project has been submitted by Jharkhand Rail Infrastructure Development Corporation Limited (JRIDCL) to the Railway Board for a detailed project report (DPR).
The districts that are to be connected by rail are Gumla, Khunti, Simdega, and Chatra. While Gumla, Khunti and Simdega will be connected to the existing Ranchi-Lohardaga rail line, Chatra will be connected to a railroad along the Ranchi-Hazaribagh rail route.
According to the details in the report, a 55 km rail line will be laid from Lohardaga to Gumla, 20 km from Hatia to Khunti, 43 km from Gumla to Simdega, and 42 km from Hazaribagh to Chatra.
The project was spearheaded under the Union Cabinet decision in August 2024 in which three railway projects worth nearly Rs 6,500 crore were passed. These projects included setting up of two new lines and one multi-tracking project covering seven districts in four States-- Odisha, Jharkhand, Chhattisgarh and West Bengal.",,jharkhand,
"
                                    Raghubar Das, former Jharkhand CM, rejoins BJP, says 'party will return to power in state soon'",2025-01-10T16:56:45+05:30,"Former Jharkhand chief minister Raghubar Das on Friday rejoined the Bharatiya Janata Party and asserted the party will return to power in Jharkhand. He had previously resigned from his position as the governor of Odisha on December 24 to re-enter active politics, following the party's defeat in the assembly elections, where it was unable to unseat the JNM-led coalition from power in the state.
Das was given a warm welcome at the BJP's state headquarters in the presence of the party's state unit president Babulal Marandi, working president Ravindra Rai, Union minister Sanjay Seth, and hundreds of supporters. Speaking on the occasion, Das said that he was happy to take the membership of the party for the second time since 1980 and he would serve the people.
He had to quit the party after assuming the position of the Odisha governor in 2023. ""In the 2024 assembly polls, all party members, right from the state president to booth level workers, made their honest effort but we did not get the desired results. We should not be disheartened by the results. We will come back soon,"" Das said.
The party faced a major setback in the 2024 Jharkhand assembly elections, managing to win only 21 seats, despite an all-out blitz. The JMM-led alliance stormed to power for the second consecutive term, winning 56 seats in the 81-member assembly.
""People of Jharkhand have given their mandate to the alliance government. We respect the mandate and hope the government will fulfill the promises made to the people. We will give two-three months to them to fulfill their promises. If the government fails to do it, we will launch our struggle on the streets,"" he said.
Das, who was the first non-tribal chief minister of Jharkhand from 2014-2019, was appointed the governor of Odisha on October 18, 2023 after the party's defeat in the 2019 assembly polls in the state.
Das had joined the BJP as a worker and then gradually rose through the party ranks before getting the first break when he was nominated as party candidate from Jamshedpur (East) in the 1995 assembly elections in undivided Bihar.
He went on to win the seat five times. He became a minister for the first time in the Babulal Marandi government after the creation of Jharkhand and got berths in the subsequent two governments led byArjun Munda, before becoming the deputy chief minister in the Shibu Soren-led government in 2009.
(With PTI inputs)",,jharkhand,
"
                                    Jharkhand: Four including 3 school students die as autorickshaw collides with truck in Ramgarh district",2025-01-08T11:06:27+05:30,"Jharkhand:At least four persons including three school children were killed after their autorickshaw collided with a truck in Jharkhand's Ramgarh district on Wednesday morning, police said.
""As per the information received so far, three school children who were travelling in the auto were killed and the driver of the vehicle was also killed in the accident,"" Ramgarh Superintendent of Police (SP) Ajay Kumar told media.
Four students were also injured in the accident. They were admitted to Sadar hospital for treatment, the police said. The incident occurred near Mathuatand village in the Gola police station area, around 50 km from Jharkhand's capital Ranchi, around 8 am, they said.
""Three school children who were travelling in the auto were killed and the driver of the vehicle was also killed in the accident,"" Ramgarh Superintendent of Police Ajay Kumar told media.
Ramgarh sub-divisional police officer (SDPO) Parmeshwar Prasad said that the truck overturned after hitting the auto.
""Four students were also injured in the accident. They have been admitted to Sadar hospital,"" he said.Read AlsoJharkhand: Hemant Soren launches 'Abua' portal, mobile app to seek budget suggestions from peopleSchools closed in these states due to cold wave and foggy conditions, know when classes will resumeJAC Jharkhand Board Exam 2024 date sheet released for classes 8th, and 9th - complete schedule here'Maiya Samman Yojana': Soren transfers Rs 1,415 crore to over 56 lakh women in JharkhandHMPV cases in India: Jharkhand Health Minister says 'no need to panic, state unaffected by virus'
Jharkhand: Hemant Soren launches 'Abua' portal, mobile app to seek budget suggestions from people
Schools closed in these states due to cold wave and foggy conditions, know when classes will resume
JAC Jharkhand Board Exam 2024 date sheet released for classes 8th, and 9th - complete schedule here
'Maiya Samman Yojana': Soren transfers Rs 1,415 crore to over 56 lakh women in Jharkhand
HMPV cases in India: Jharkhand Health Minister says 'no need to panic, state unaffected by virus'
Deputy Superintendent of Sadar hospital Dr Mrityunjay Kumar Singh said that four injured students were brought to the hospital, of which one has been referred to RIMS in Ranchi. Parents of some students said that the children, around 10 years of age, were on their way to their school.
The private school remained open, despite the government order of closure of schools till January 13 in view of the severe cold situation in the state, they alleged. Ramgarh Deputy Commissioner Chandan Kumar said that they would examine how the school was functioning in violation of government order and take action.
Meanwhile, irate residents blocked the Ramgarh-Bokaro national highway 23 in protest against the accident.",,jharkhand,
"
                                    Hemant Soren's big gift to govt employees: Jharkhand Cabinet approves 18 proposals | Details ",2025-01-21T23:01:51+05:30,"Hemant Soren-led Jharkhand  Cabinet has taken big decisions benefitting pensioners and government employees. The Cabinet has approved 18 proposals. Among major announcements, a health insurance scheme for government employees and pensioners of the state government was approved.
Under this, employees and their dependents will get a cashless treatment facility of Rs 5 lakh per year for general diseases and Rs 10 lakh for serious diseases. To avail the benefit of the scheme, the employees will have to pay Rs 500 per month from their salary.
Employees who have retired will also be able to avail the benefits of this insurance scheme if they want. Pensioners will have to deposit a lump sum of Rs 6,000 annually. The government says that about 1.75 lakh employees will benefit from this scheme. At the same time, about 2.75 lakh pensioners can also take advantage of it.
Additionally, the Jharkhand Cabinet also approved the implementation of computer-based education in government middle schools under the Gyanodaya Yojana. Cabinet Secretary Vandana Dadel said, “Under the Gyanodaya Scheme, computer education and computer-based education will be started in government middle schools for Rs 94.95 crore between 2024-25 to 2029-30. The cabinet has approved this proposal.""
He said that a total of 18 proposals were passed by the Cabinet, including the establishment of a special court at the District Judge level in Chatra for speedy execution of cases under the Narcotic Drugs and Psychotropic Substances Act, 1985. The Cabinet approved the creation of posts of Senior Hospital Manager, Finance Manager and IT Executive in the Medical Colleges and Hospitals of the state. Approval has also been given to provide mobile phones costing up to Rs 25,000 to the investigation personnel under the Indian Civil Security Code 2023.
",,jharkhand,
"
                                    Jharkhand: Two Naxals killed in encounter with security forces in Bokaro",2025-01-22T13:32:00+05:30,"Bokaro encounter:At least two Naxals, one being an area commander, were killed in an encounter with security forces in Bokaro district of Jharkhand on Wednesday, said the police. The team also recovered several weapons like one AK 47 and INSAS rifles during the operation.
Preliminary investigations have identified the deceased Naxalites as Shanti, an area commander from Chatro village under the Khukhra police station, and Manoj from Dhavatar village under the Pirtand police station, both in Giridih district, Jharkhand.  Officials stated that further verification of their identities is ongoing.
Another Naxal encounter comes a day after 20 Naxalites including a Naxal, who had a bounty of Rs 1 crore, were killed in a joint operation conducted by Chhattisgarh Police at Chhattisgarh-Odisha border.
Senior leader Jayam Reddy, also known as Chalpati, was among those killed in the operation carried out by the District Reserve Guard (DRG), Central Reserve Police Force (CRPF), CoBRA, and the Special Operation Group (SOG). The operation resulted in the recovery of AK 47, SLR, INSAS, and other automatic weapons.
Security forces have intensified their efforts against Naxalites, following Union Home Minister Amit Shah's commitment to eliminating Naxalism by March 2026.
Earlier, on January 12, five Naxalites, including two women, were killed in a gun battle with security forces in Chhattisgarh’s Bijapur district National Park area. Several weapons, including an SLR rifle, a 12-bore rifle, a BGL launcher, explosives, and Maoist literature, were recovered during the operation.
(With ANI inputs)
Also Read:Chhattisgarh encounter: Jairam alias Chalpati, who had reward of Rs 1 crore on his head, neutralised
Also Read:16 Naxalites killed in encounter in Chhattisgarh, Amit Shah calls it 'mighty blow to Naxalism'",,jharkhand,
"
                                    Jharkhand principal allegedly orders 80 schoolgirls to remove shirts for writing on them, probe on ",2025-01-11T22:29:05+05:30,"In Jharkhand's Dhanbad district, the principal of a private school has been accused of instructing 80 Class 10 girls to remove their shirts for writing messages on them. The incident has prompted the administration to launch an inquiry, an official said on Saturday.
The girls were allegedly forced to return home in their blazers without shirts beneath. The incident took place in a prestigious school in Digwadih under Jorapokhar police station area on Friday, Dhanbad Deputy Commissioner (DC) Madhvi Mishra said.
The parents complained to the DC that class 10 students, after completing their examination, were celebrating ‘pen day’ by writing messages on each others' shirts. The principal objected to the celebration and asked the students to remove their shirts, even though they sought an apology. All students were sent back home in their blazers without the shirts, the parents told the DC.
“Several guardians lodged complaints against the principal. We also talked to some of the victim girls. The administration has taken the matter seriously. A committee has been set up to investigate the matter,"" Mishra said.
The committee consists of the sub-divisional magistrate, district education officer, district social welfare officer and the sub-divisional police officer. Action would be taken on the basis of the probe panel's report, the DC said.
Jharia MLA Ragini Singh also accompanied the parents to the DC's office on Saturday when they lodged the complaints against the principal. Singh described the incident as ""shameful and unfortunate"".
(With PTI inputs)",,jharkhand,
"
                                    Damoh shocker: Two school girls jump off moving bus after driver, others harass them; 4 arrested",2025-02-11T10:30:17+05:30,"Police arrested four accused for harassing two school girls on a moving bus in Madhya Pradesh's Damoh district on Tuesday. According to police, two class 9 girls jumped out of a running bus after its driver, conductor and two other persons allegedly made obscene comments. The accused refused to stop the bus despite the girls pleaded them, it added.
The girls were so horrified, that they jumped off the running bus leading to their injuries, Deputy Superintendent of Police Bhawana Dangi said, adding the girls were injured in the incident, which took place on Monday morning, and were admitted to the district hospital.
The bus driver, conductor and the two other accused were later arrested.
""The two girls, students of a school in Tori, were going by the bus from Adhrota to appear for their exams. There were four other persons on the bus, including the driver and conductor. The accused made obscene comments and refused to stop the bus when the girls asked them to do so,"" he added.
""The girls got suspicious as the accused, besides staring at them, also shut the rear door of the vehicle. Fearing for their safety, the two girls jumped out of the moving bus,"" Dangi said.
Driver Mohammad Ashiq, conductor Banshilal and two others, identified as Hukum Singh and Madhav Asati, were arrested under provisions of the Bharatiya Nyaya Sanhita and Protection of Children from Sexual Offences (POCSO) Act, Additional Superintendent of Police Sandeep Mishra said.
(With PTI inputs)
Also read: Mamata Banerjee rules out alliance with Congress in 2026 Bengal assembly elections: 'We alone are enough'",,madhya-pradesh,
"
                                     Injured Air Force pilot radios in after Mirage fighter jet crash in MP, says 'Joshi, Jadhav bol raha hun' ",2025-02-07T13:45:40+05:30,"In a tragic incident, a Mirage-2000 fighter aircraft of the Indian Air Force crashed in an agricultural field in Madhya Pradesh’s Shivpuri district on Thursday. Lying down in pain one of the injured pilots of a Mirage-2000 fighter jet of the IAF, that crashed in a farmland in Madhya Pradesh's Shivpuri district on Thursday, probably borrowed a mobile phone from a villager to communicate with an official at the Gwalior Airbase.
A two-minute-long audio-video of the communication between them, recorded by someone at the crash site near Barheta Sunari village, went viral on social media.
""Joshi, Jadhav bol raha hun. I have ejected. I am somewhere south of the river. My aircraft crashed. Mere saath Bhola sir the (Bhola sir was with me). I'll send you my coordinates. My location is 2542. Aircraft is burning and can be seen from the top. Bhola sir is about a km away from me. I am most probably west of the aircraft. Bhola sir is most probably east of the aircraft,"" the pilot is heard saying in the video.
In between, he is heard telling villagers surrounding him to maintain silence so that he could speak to the official without disturbance. After communicating the message, the pilot handed over the phone to a villager sitting nearby.
When villagers offered medical assistance to the pilot writhing in pain, he told them that a vehicle was coming to ferry them to hospital. The pilot then asks villagers to find out about his 'banda' (co-pilot).
The twin-seater trainer aircraft, which was on a routine sortie, caught fire after crashing at around 2.40 pm, said a Central Air Command spokesperson. The fighter jet had taken off from the Gwalior Airbase.
Both pilots on board the aircraft ejected safely but suffered minor injuries and were airlifted to Gwalior by a helicopter, officials said. The pilots were admitted to a hospital in Gwalior, the spokesperson said.
(With PTI inputs)",,madhya-pradesh,
"
                                    A Jungle Book moment: Tiger and wild boar rescued from well in Madhya Pradesh | Watch",2025-02-05T15:57:35+05:30,"The wild is full of extraordinary encounters, and sometimes even the fiercest of creatures must confront an unexpected challenge. This was the case in Madhya Pradesh’s Seoni district, where a dramatic, almost surreal incident unfolded that could easily be a scene from The Jungle Book. A tiger and a wild boar locked in a fierce chase were inadvertently trapped in a deep well, forcing them to temporarily set aside their instincts as predators and prey.
The intense chase, which had been playing out in the lush Jikurai forest range, took an unexpected turn when both animals plunged into the well in Pipariya Harduli village. The discovery was made by locals who had come to fetch water. Initially stunned by the sight of the two animals stuck together, the villagers quickly alerted wildlife authorities.
A swift rescue operation led by the Pench Tiger Reserve soon followed, using a hydraulic crane to lower a cot into the well. With caution and care, the tigress climbed onto the cot, eventually joined by the wild boar. The four-hour-long operation was a success, and both animals were freed unharmed. The Pench Tiger Reserve shared the heartwarming video of the rescue on social media, which quickly went viral, with users expressing both awe and gratitude for the team's efforts.

The heart of the incident lies in the moment when predator and prey, united in their shared struggle for survival, rested together in the confined space of the well. In that fleeting moment, the laws of the jungle seemed to pause. As one Instagram user noted, ""Nature’s game"" had taken a new twist—life, in its rawest form, was the true winner.
This event highlights not only the raw beauty of the animal kingdom but also the importance of safeguarding wildlife habitats. In light of the rescue, officials have called for local wells in forest areas to be covered or fenced off to prevent future mishaps. The jungle, as it seems, is always full of surprises.",,madhya-pradesh,
